"x","year","month","yearmon","region","homicide","homicide_us","offences_against_the_person","offences_against_the_person_us","sexual_offences","sexual_offences_us","burglary","burglary_us","robbery","robbery_us","theft_and_handling","theft_and_handling_us","fraud_and_forgery","fraud_and_forgery_us","criminal_damage","criminal_damage_us","drugs_offences","drugs_offences_us","public_order_offences","public_order_offences_us","all_other_offences__excluding_motoring_","all_other_offences__excluding_motoring__us","motoring_offences","motoring_offences_us","admin_finalised_us"
"Lincolnshire","2017","dec","2017-12-01","East",3,0,89,19,3,0,4,0,1,0,91,7,10,0,12,3,33,0,34,6,13,0,107,23,11
"Merseyside","2017","dec","2017-12-01","North",2,0,260,78,23,7,11,0,9,0,138,9,24,1,40,16,161,8,57,15,12,2,182,33,15
"Metropolitan and City","2017","dec","2017-12-01","South",12,8,1092,433,145,60,149,21,65,22,637,76,174,31,145,44,758,68,350,87,188,24,952,241,213
"Norfolk","2017","dec","2017-12-01","East",1,0,131,22,14,1,6,3,1,1,100,6,5,1,30,4,61,3,69,5,9,0,141,6,13
"Northamptonshire","2017","dec","2017-12-01","East",2,1,105,19,2,0,6,2,4,1,40,6,6,2,21,3,19,2,25,1,14,3,75,14,11
"Northumbria","2017","dec","2017-12-01","North",2,0,206,77,35,17,44,3,8,4,187,20,17,4,47,10,40,4,109,16,15,3,148,24,16
"North Wales","2017","dec","2017-12-01","North",3,0,134,26,9,5,12,0,1,1,82,3,7,0,30,2,16,1,36,3,4,2,97,13,8
"North Yorkshire","2017","dec","2017-12-01","North",0,0,98,26,2,0,14,2,2,1,71,8,10,0,21,3,24,0,28,6,14,5,83,6,14
"Nottinghamshire","2017","dec","2017-12-01","East",4,0,172,55,34,15,23,3,13,2,152,5,17,5,34,4,94,14,56,5,18,4,107,9,27
"South Wales","2017","dec","2017-12-01","West",5,0,251,79,30,6,32,2,8,3,188,16,22,4,48,7,115,8,101,7,23,0,183,27,11
"South Yorkshire","2017","dec","2017-12-01","North",0,0,204,52,8,2,32,9,12,6,138,8,15,1,44,5,65,5,45,10,14,0,82,26,16
"Staffordshire","2017","dec","2017-12-01","West",2,0,160,44,28,6,15,2,4,2,98,10,11,3,31,8,55,6,50,3,14,1,129,14,18
"Suffolk","2017","dec","2017-12-01","East",0,0,88,11,5,1,2,0,1,0,54,5,1,1,12,0,37,1,29,3,8,0,111,6,7
"Surrey","2017","dec","2017-12-01","South",0,0,124,22,15,3,4,2,1,0,38,5,6,1,14,2,36,1,27,3,2,1,94,8,16
"Sussex","2017","dec","2017-12-01","South",0,0,250,42,19,10,11,1,10,1,107,4,13,3,30,5,51,2,38,6,12,1,147,17,11
"Thames Valley","2017","dec","2017-12-01","South",1,1,257,70,55,20,29,4,6,1,144,14,22,4,37,10,92,6,68,12,16,1,229,24,21
"Warwickshire","2017","dec","2017-12-01","West",1,1,57,14,6,5,5,0,0,1,39,4,2,0,8,0,4,0,17,4,0,2,67,10,7
"West Mercia","2017","dec","2017-12-01","West",0,1,162,36,19,4,12,4,4,3,104,5,15,0,22,3,39,0,53,3,7,1,137,17,10
"West Midlands","2017","dec","2017-12-01","West",8,0,519,131,47,24,36,7,39,8,340,35,45,4,63,17,203,10,189,23,57,12,227,31,69
"West Yorkshire","2017","dec","2017-12-01","North",2,0,417,81,53,19,52,2,16,3,234,26,21,5,71,14,96,8,113,18,44,3,261,42,39
"Wiltshire","2017","dec","2017-12-01","West",1,1,88,13,3,2,8,0,0,0,65,1,9,0,16,3,27,1,21,2,2,0,60,4,5
"National","2018","jan","2018-01-01","All",91,32,10147,2630,959,329,1098,181,366,94,6342,555,902,125,1847,293,3752,249,3272,516,813,95,7932,1191,976
"Avon and Somerset","2018","jan","2018-01-01","West",1,1,306,60,43,11,20,6,10,4,149,14,20,0,46,7,100,8,91,12,12,0,228,28,24
"Bedfordshire","2018","jan","2018-01-01","East",0,1,112,31,5,1,12,1,2,1,67,5,10,2,11,2,31,1,23,4,5,1,85,28,15
"Cambridgeshire","2018","jan","2018-01-01","East",2,0,131,41,5,0,14,3,3,0,77,7,13,2,13,3,18,0,27,8,2,5,99,17,13
"Cheshire","2018","jan","2018-01-01","North",2,0,237,50,26,5,27,0,7,0,126,11,22,3,27,5,91,4,131,5,15,0,262,31,10
"Cleveland","2018","jan","2018-01-01","North",1,0,88,27,6,1,27,7,3,3,256,8,12,0,30,4,55,6,66,11,9,0,85,6,5
"Cumbria","2018","jan","2018-01-01","North",3,0,145,13,2,0,13,2,0,0,91,6,7,0,18,2,35,0,41,2,4,0,109,9,6
"Derbyshire","2018","jan","2018-01-01","East",0,0,215,67,7,3,14,5,1,1,170,21,23,1,41,11,55,3,81,15,19,2,183,15,16
"Devon and Cornwall","2018","jan","2018-01-01","West",1,0,205,27,11,0,20,0,9,1,78,6,7,2,53,3,44,1,80,6,11,0,215,21,11
"Dorset","2018","jan","2018-01-01","West",2,0,140,25,16,3,17,3,2,0,71,3,12,0,22,3,44,2,33,10,9,0,139,10,17
"Durham","2018","jan","2018-01-01","North",2,0,113,22,4,0,21,4,3,1,103,10,9,2,32,7,10,1,23,5,7,2,90,3,6
"Dyfed Powys","2018","jan","2018-01-01","West",0,0,83,13,8,3,6,0,0,0,64,1,1,0,34,2,76,3,27,4,1,0,86,11,3
"Essex","2018","jan","2018-01-01","East",3,0,274,73,30,11,34,0,5,4,156,11,20,4,38,6,82,7,55,12,15,2,259,55,35
"Gloucestershire","2018","jan","2018-01-01","West",1,0,96,14,3,0,5,2,2,0,57,6,6,1,12,0,22,1,19,4,1,0,63,5,5
"GreaterManchester","2018","jan","2018-01-01","North",6,2,476,70,56,24,43,9,24,1,127,7,32,3,85,7,84,6,165,19,30,2,294,53,23
"Gwent","2018","jan","2018-01-01","West",0,0,67,22,12,4,7,6,5,0,65,5,4,0,25,4,44,3,33,5,5,0,105,12,7
"Hampshire","2018","jan","2018-01-01","South",3,1,359,70,29,6,33,3,13,1,230,12,26,7,53,10,85,5,72,7,16,5,255,27,21
"Hertfordshire","2018","jan","2018-01-01","East",0,0,167,41,8,1,22,4,10,3,129,11,19,3,26,5,91,2,48,8,11,0,123,22,17
"Humberside","2018","jan","2018-01-01","North",2,0,156,34,7,0,24,4,5,1,119,11,15,0,43,3,39,1,46,7,11,1,111,10,10
"Kent","2018","jan","2018-01-01","South",5,3,295,75,21,5,26,7,6,2,157,16,30,6,50,12,80,5,68,12,21,2,211,24,22
"Lancashire","2018","jan","2018-01-01","North",4,2,318,71,13,1,48,8,17,5,242,23,25,4,61,5,62,6,125,18,24,1,272,39,11
"Leicestershire","2018","jan","2018-01-01","East",1,0,175,45,26,12,15,1,12,0,112,11,14,1,43,6,21,1,57,4,16,2,125,28,15
"Lincolnshire","2018","jan","2018-01-01","East",1,0,143,23,5,1,21,4,2,2,130,5,12,0,21,2,48,2,54,9,18,5,168,37,19
"Merseyside","2018","jan","2018-01-01","North",5,0,303,65,18,11,22,2,4,2,196,8,31,3,66,5,207,12,80,8,16,3,269,31,17
"Metropolitan and City","2018","jan","2018-01-01","South",14,11,1373,596,127,70,170,34,75,18,756,158,187,44,214,59,936,86,426,152,208,25,991,304,209
"Norfolk","2018","jan","2018-01-01","East",1,0,184,33,13,3,10,1,4,0,99,5,11,0,47,4,65,4,85,7,15,3,136,15,2
"Northamptonshire","2018","jan","2018-01-01","East",0,0,139,31,5,0,17,2,3,0,63,2,9,1,18,2,33,1,40,4,8,0,105,10,29
"Northumbria","2018","jan","2018-01-01","North",2,2,289,78,35,10,40,10,2,0,241,22,16,1,70,27,76,2,137,29,18,2,205,18,16
"North Wales","2018","jan","2018-01-01","North",1,1,192,36,20,3,21,3,2,2,116,5,8,0,46,5,43,0,68,5,8,1,141,19,4
"North Yorkshire","2018","jan","2018-01-01","North",0,0,90,16,3,1,8,2,9,0,83,6,4,0,21,2,27,6,27,3,2,0,89,3,10
"Nottinghamshire","2018","jan","2018-01-01","East",3,1,224,64,38,7,24,2,9,1,180,12,16,2,46,10,122,11,76,11,27,2,142,17,25
"South Wales","2018","jan","2018-01-01","West",0,0,393,119,32,20,21,6,5,2,218,9,50,3,60,14,170,8,116,20,31,2,252,29,15
"South Yorkshire","2018","jan","2018-01-01","North",1,1,202,56,11,1,43,5,9,6,144,4,21,3,61,3,71,6,95,10,20,3,149,22,20
"Staffordshire","2018","jan","2018-01-01","West",0,0,201,56,21,10,24,6,3,3,117,10,10,2,40,7,60,4,65,4,19,1,158,27,30
"Suffolk","2018","jan","2018-01-01","East",1,0,119,17,5,0,7,0,3,0,71,2,6,1,23,2,47,2,37,5,11,3,107,10,9
"Surrey","2018","jan","2018-01-01","South",0,1,136,34,15,6,11,0,0,0,68,6,9,0,16,1,56,4,19,1,15,0,137,10,8
"Sussex","2018","jan","2018-01-01","South",0,1,232,80,27,11,17,0,6,2,95,3,15,0,28,3,56,2,51,5,15,0,171,24,16
"Thames Valley","2018","jan","2018-01-01","South",2,1,295,84,53,23,34,4,10,2,179,15,38,6,57,13,114,5,117,12,22,2,331,31,31
"Warwickshire","2018","jan","2018-01-01","West",0,0,69,16,7,5,7,2,0,3,69,6,8,1,8,2,14,0,15,4,2,1,72,19,13
"West Mercia","2018","jan","2018-01-01","West",2,0,195,47,15,9,14,5,6,3,135,14,17,4,48,6,65,2,68,2,16,1,209,25,32
"West Midlands","2018","jan","2018-01-01","West",12,1,672,177,75,18,75,11,62,17,432,46,59,12,107,11,251,19,269,37,58,11,310,51,128
"West Yorkshire","2018","jan","2018-01-01","North",7,2,431,93,91,28,61,7,12,3,244,10,32,1,65,5,101,7,100,6,29,5,283,32,49
"Wiltshire","2018","jan","2018-01-01","West",0,0,107,18,5,1,3,0,1,0,60,2,16,0,22,3,21,0,16,4,11,0,108,3,2
"National","2018","feb","2018-02-01","All",94,17,9119,2437,883,269,1030,129,338,71,5865,439,801,120,1556,261,3423,243,2752,448,710,94,6917,1196,869
"Avon and Somerset","2018","feb","2018-02-01","West",2,0,229,60,33,11,21,3,1,2,114,11,15,1,45,13,72,6,94,12,8,0,183,26,34
"Bedfordshire","2018","feb","2018-02-01","East",0,0,51,27,5,1,8,0,9,1,39,4,7,1,15,0,30,0,25,2,5,0,99,30,18
"Cambridgeshire","2018","feb","2018-02-01","East",3,0,109,32,8,1,8,1,6,0,66,2,7,1,19,1,28,2,15,5,3,0,92,9,13
"Cheshire","2018","feb","2018-02-01","North",0,0,230,52,18,8,11,1,2,2,152,10,16,2,36,6,93,9,95,3,15,1,197,36,22
"Cleveland","2018","feb","2018-02-01","North",0,0,103,21,8,3,41,2,13,4,219,6,15,1,28,5,52,3,35,6,5,2,65,10,11
"Cumbria","2018","feb","2018-02-01","North",0,0,101,13,7,0,10,3,1,0,74,1,13,1,13,1,28,3,36,1,6,0,78,9,4
"Derbyshire","2018","feb","2018-02-01","East",1,0,169,28,6,1,14,5,2,2,130,3,11,3,32,6,21,3,45,4,12,1,135,29,11
"Devon and Cornwall","2018","feb","2018-02-01","West",1,0,202,26,6,0,19,0,4,1,100,5,12,5,35,4,59,4,56,5,4,0,163,13,6
"Dorset","2018","feb","2018-02-01","West",0,0,126,16,12,3,12,2,0,0,64,2,15,0,24,2,45,1,34,3,13,1,133,11,19
"Durham","2018","feb","2018-02-01","North",0,0,116,26,4,0,14,1,1,1,75,4,12,1,17,4,11,0,28,3,5,3,71,6,9
"Dyfed Powys","2018","feb","2018-02-01","West",0,0,74,6,5,3,2,0,1,0,38,0,1,0,13,2,62,1,16,4,3,0,62,6,3
"Essex","2018","feb","2018-02-01","East",2,0,239,68,20,10,27,1,9,1,125,9,30,2,36,4,77,7,53,9,10,5,193,56,17
"Gloucestershire","2018","feb","2018-02-01","West",0,0,79,22,8,0,12,1,0,1,45,2,11,0,17,3,28,3,15,2,4,0,63,6,11
"GreaterManchester","2018","feb","2018-02-01","North",7,1,404,78,61,21,45,9,18,2,143,9,30,3,67,6,97,12,102,18,29,3,267,67,25
"Gwent","2018","feb","2018-02-01","West",1,0,99,21,5,1,7,1,1,1,59,5,2,0,15,4,19,1,26,4,4,1,79,18,13
"Hampshire","2018","feb","2018-02-01","South",3,0,276,59,27,2,24,4,2,0,206,11,18,1,44,3,83,5,53,7,9,0,185,23,21
"Hertfordshire","2018","feb","2018-02-01","East",0,0,148,33,7,0,7,1,5,1,127,14,16,3,17,6,88,11,31,5,12,0,131,38,10
"Humberside","2018","feb","2018-02-01","North",1,0,159,27,3,2,33,2,5,0,143,14,13,0,40,6,33,0,52,5,9,0,62,3,6
"Kent","2018","feb","2018-02-01","South",5,0,289,67,28,6,16,4,7,0,152,6,27,5,59,7,82,5,59,11,22,8,162,22,28
"Lancashire","2018","feb","2018-02-01","North",1,0,254,56,10,1,34,3,14,5,195,9,17,2,49,4,64,4,99,13,19,4,187,37,7
"Leicestershire","2018","feb","2018-02-01","East",5,1,167,39,25,7,19,1,7,1,97,5,24,0,24,7,43,6,52,9,8,2,124,24,14
"Lincolnshire","2018","feb","2018-02-01","East",2,0,106,31,7,0,10,1,1,0,92,5,2,0,19,2,22,2,37,6,20,1,115,21,12
"Merseyside","2018","feb","2018-02-01","North",6,1,271,70,19,7,26,1,11,1,159,10,27,3,52,10,163,7,88,9,12,4,240,39,20
"Metropolitan and City","2018","feb","2018-02-01","South",19,3,1262,565,120,52,175,26,82,14,732,111,188,34,193,36,812,68,356,125,168,19,971,299,225
"Norfolk","2018","feb","2018-02-01","East",1,1,153,33,7,2,15,2,2,0,101,5,3,0,27,8,50,2,65,6,6,2,119,10,6
"Northamptonshire","2018","feb","2018-02-01","East",0,0,125,38,5,0,11,1,4,0,42,6,7,2,17,1,29,6,24,3,9,1,84,9,24
"Northumbria","2018","feb","2018-02-01","North",0,0,286,80,42,14,55,8,4,0,216,20,23,8,62,13,64,7,139,14,20,5,175,28,12
"North Wales","2018","feb","2018-02-01","North",0,0,122,35,15,2,11,4,5,1,80,4,15,2,21,3,27,1,53,3,8,1,140,14,7
"North Yorkshire","2018","feb","2018-02-01","North",0,0,132,38,5,0,19,0,4,0,84,8,9,2,25,3,30,3,40,9,13,1,104,24,6
"Nottinghamshire","2018","feb","2018-02-01","East",4,0,219,47,45,10,14,2,9,1,167,13,11,1,40,10,104,10,65,11,17,3,159,17,27
"South Wales","2018","feb","2018-02-01","West",2,0,310,90,23,10,38,6,5,2,207,12,19,5,64,5,178,6,115,18,14,1,188,30,20
"South Yorkshire","2018","feb","2018-02-01","North",1,1,163,64,11,1,30,1,5,3,165,13,10,2,37,11,70,2,60,13,19,1,107,12,15
"Staffordshire","2018","feb","2018-02-01","West",1,0,148,47,17,6,21,2,3,1,111,12,11,1,27,5,76,2,44,9,22,3,126,12,23
"Suffolk","2018","feb","2018-02-01","East",1,0,99,13,4,1,2,2,4,0,48,3,2,0,14,2,44,4,34,0,6,0,77,3,8
"Surrey","2018","feb","2018-02-01","South",0,0,138,30,17,5,20,1,3,0,34,4,12,1,18,2,29,2,20,5,11,1,122,12,15
"Sussex","2018","feb","2018-02-01","South",0,0,231,46,26,10,14,4,8,4,88,10,17,0,33,6,65,7,41,5,12,0,183,16,9
"Thames Valley","2018","feb","2018-02-01","South",4,0,268,82,40,11,30,4,8,7,203,11,24,1,48,6,95,5,82,20,24,2,264,26,14
"Warwickshire","2018","feb","2018-02-01","West",2,0,63,19,8,6,13,1,2,0,50,1,7,2,7,1,21,1,16,4,5,0,87,11,6
"West Mercia","2018","feb","2018-02-01","West",1,0,184,37,15,6,10,2,5,0,102,6,14,1,23,6,40,4,46,5,6,2,188,25,9
"West Midlands","2018","feb","2018-02-01","West",9,7,606,147,68,24,73,5,36,6,447,34,58,13,77,12,247,9,249,31,66,13,293,28,68
"West Yorkshire","2018","feb","2018-02-01","North",8,2,504,132,75,18,51,10,29,6,308,14,28,9,94,21,120,7,139,19,39,3,361,74,36
"Wiltshire","2018","feb","2018-02-01","West",1,0,105,16,8,3,8,1,0,0,66,5,2,1,13,4,22,2,18,2,8,0,83,7,5
"National","2018","mar","2018-03-01","All",95,19,9003,2379,880,287,1000,158,372,87,5801,480,802,121,1589,267,3327,260,2713,433,691,83,7184,1226,963
"Avon and Somerset","2018","mar","2018-03-01","West",4,0,253,59,41,10,24,3,14,3,112,13,10,1,57,8,64,7,87,16,6,3,206,25,22
"Bedfordshire","2018","mar","2018-03-01","East",0,0,67,22,12,1,7,0,7,1,77,11,8,0,17,3,49,2,17,1,10,1,129,21,13
"Cambridgeshire","2018","mar","2018-03-01","East",3,0,136,34,10,2,12,1,3,1,89,9,13,2,22,4,35,2,22,6,5,0,116,9,12
"Cheshire","2018","mar","2018-03-01","North",2,0,258,33,28,3,26,0,4,1,146,6,20,1,40,6,91,5,98,11,15,0,233,27,27
"Cleveland","2018","mar","2018-03-01","North",0,0,101,38,6,0,26,3,10,0,240,8,10,0,32,4,54,3,38,7,3,0,74,11,5
"Cumbria","2018","mar","2018-03-01","North",0,0,89,15,6,0,7,1,1,0,79,2,9,1,19,3,21,0,48,2,4,1,67,8,5
"Derbyshire","2018","mar","2018-03-01","East",3,0,150,42,11,3,15,0,6,5,132,10,18,2,28,6,35,5,58,6,9,0,93,15,22
"Devon and Cornwall","2018","mar","2018-03-01","West",1,0,194,31,10,3,24,2,1,0,75,3,15,0,32,2,81,3,53,3,11,1,168,17,4
"Dorset","2018","mar","2018-03-01","West",3,0,108,24,11,4,12,0,3,1,56,5,7,0,23,2,35,0,26,5,6,1,108,14,20
"Durham","2018","mar","2018-03-01","North",0,0,113,19,2,2,18,2,4,0,105,5,7,2,32,5,9,1,27,2,2,1,89,1,9
"Dyfed Powys","2018","mar","2018-03-01","West",0,0,68,10,6,2,4,0,0,0,24,2,5,0,18,2,25,4,22,1,0,1,69,11,3
"Essex","2018","mar","2018-03-01","East",4,0,227,63,35,7,30,4,14,0,136,9,20,2,24,7,73,7,36,13,8,1,213,77,16
"Gloucestershire","2018","mar","2018-03-01","West",2,0,74,21,2,1,4,1,0,0,43,8,7,0,11,1,24,4,6,2,3,0,70,10,5
"GreaterManchester","2018","mar","2018-03-01","North",3,1,452,84,92,28,44,2,29,3,140,9,26,4,69,4,96,7,114,10,36,2,331,53,22
"Gwent","2018","mar","2018-03-01","West",0,0,71,18,8,3,7,0,1,1,54,4,11,1,18,6,29,4,27,6,7,1,74,8,2
"Hampshire","2018","mar","2018-03-01","South",2,0,274,60,26,4,19,1,1,0,192,10,17,2,34,7,63,1,76,10,15,1,186,24,21
"Hertfordshire","2018","mar","2018-03-01","East",0,0,151,30,3,1,25,4,4,0,129,10,31,4,23,6,59,1,34,10,11,0,130,37,17
"Humberside","2018","mar","2018-03-01","North",2,0,167,21,7,3,30,5,4,2,130,8,13,1,36,3,47,3,33,4,11,1,97,14,14
"Kent","2018","mar","2018-03-01","South",7,4,272,76,22,11,31,9,10,1,130,15,25,3,33,7,97,10,51,7,39,9,206,26,21
"Lancashire","2018","mar","2018-03-01","North",4,1,255,62,9,0,50,3,27,5,203,26,19,1,47,8,64,5,116,8,15,0,233,28,17
"Leicestershire","2018","mar","2018-03-01","East",3,1,178,44,17,7,26,3,4,3,124,8,19,2,22,6,38,7,26,6,10,2,132,35,24
"Lincolnshire","2018","mar","2018-03-01","East",0,0,129,14,5,1,15,0,1,0,77,7,12,4,25,8,34,0,33,4,5,0,139,33,38
"Merseyside","2018","mar","2018-03-01","North",1,1,269,60,26,4,19,2,8,0,153,3,17,10,58,3,177,10,55,17,10,1,244,45,25
"Metropolitan and City","2018","mar","2018-03-01","South",18,4,1279,511,108,55,140,39,84,33,640,97,173,27,176,50,826,84,390,105,202,20,979,291,236
"Norfolk","2018","mar","2018-03-01","East",2,0,154,34,10,1,7,1,7,0,91,10,12,1,42,6,43,0,66,10,4,2,146,15,7
"Northamptonshire","2018","mar","2018-03-01","East",2,0,108,40,4,0,9,7,3,1,53,9,9,3,21,4,24,7,25,8,10,0,74,10,43
"Northumbria","2018","mar","2018-03-01","North",0,0,236,96,32,9,33,12,4,0,293,25,24,5,60,15,61,9,121,23,10,2,187,30,6
"North Wales","2018","mar","2018-03-01","North",1,1,167,32,15,5,14,3,4,2,75,2,6,2,27,6,35,1,43,2,8,2,113,14,1
"North Yorkshire","2018","mar","2018-03-01","North",1,0,112,23,4,0,11,2,1,0,91,10,12,0,23,3,37,1,55,4,8,2,98,9,5
"Nottinghamshire","2018","mar","2018-03-01","East",0,1,232,47,30,17,26,3,11,0,195,19,20,4,41,4,115,15,74,16,16,0,124,16,44
"South Wales","2018","mar","2018-03-01","West",4,0,277,80,16,11,32,4,4,1,184,12,30,7,63,7,117,7,111,11,22,5,205,48,10
"South Yorkshire","2018","mar","2018-03-01","North",2,1,183,58,14,2,33,7,9,6,114,5,13,0,34,9,56,1,63,8,11,2,100,16,21
"Staffordshire","2018","mar","2018-03-01","West",2,0,146,45,13,9,11,3,5,1,129,3,13,2,35,5,53,3,53,5,26,1,140,12,18
"Suffolk","2018","mar","2018-03-01","East",1,0,97,28,6,0,6,2,2,0,44,1,5,1,10,1,42,1,31,2,3,2,83,15,10
"Surrey","2018","mar","2018-03-01","South",0,0,117,37,17,2,10,0,0,0,51,11,10,2,14,1,33,3,25,5,10,3,124,17,12
"Sussex","2018","mar","2018-03-01","South",0,0,212,43,29,11,16,1,1,0,104,9,18,0,20,4,69,3,34,7,11,3,181,27,13
"Thames Valley","2018","mar","2018-03-01","South",6,0,284,72,35,9,29,8,7,3,175,15,22,6,55,5,116,6,70,8,13,0,302,27,30
"Warwickshire","2018","mar","2018-03-01","West",2,0,68,17,9,6,7,0,8,1,29,7,3,1,5,2,20,3,9,3,4,1,61,11,11
"West Mercia","2018","mar","2018-03-01","West",1,3,179,38,21,8,15,0,9,1,117,4,11,3,31,8,43,7,45,6,8,3,184,21,16
"West Midlands","2018","mar","2018-03-01","West",6,1,574,142,40,28,56,7,29,9,455,31,50,9,99,16,223,12,272,38,54,5,319,40,83
"West Yorkshire","2018","mar","2018-03-01","North",3,0,439,147,74,14,59,13,27,2,233,15,18,5,96,10,88,6,109,9,28,3,288,55,29
"Wiltshire","2018","mar","2018-03-01","West",0,0,83,9,8,0,11,0,1,0,82,4,14,0,17,0,26,0,14,6,2,0,69,3,4
"National","2018","jul","2018-07-01","All",125,25,10140,2622,1026,349,1183,178,378,92,6102,515,860,124,1862,238,3573,254,3076,520,740,108,6743,1257,825
"Avon and Somerset","2018","jul","2018-07-01","West",4,2,275,73,70,22,34,7,4,1,153,10,26,2,55,4,72,6,84,11,11,2,166,31,19
"Bedfordshire","2018","jul","2018-07-01","East",0,0,94,22,5,1,14,3,13,2,59,1,9,1,19,0,33,3,19,6,5,0,82,29,21
"Cambridgeshire","2018","jul","2018-07-01","East",3,0,108,20,10,0,11,1,2,2,60,7,8,0,23,1,22,3,23,11,6,0,81,4,19
"Cheshire","2018","jul","2018-07-01","North",2,0,250,66,25,5,22,2,6,0,111,7,17,3,39,3,83,3,109,9,10,0,199,35,14
"Cleveland","2018","jul","2018-07-01","North",0,0,138,43,7,1,33,2,2,1,200,16,8,0,38,4,49,5,62,10,12,3,76,11,6
"Cumbria","2018","jul","2018-07-01","North",2,0,95,13,2,2,6,1,2,0,71,3,3,0,18,0,29,3,37,2,7,1,74,8,2
"Derbyshire","2018","jul","2018-07-01","East",1,0,160,34,8,2,21,0,1,0,124,11,11,1,43,4,44,4,50,11,4,2,106,17,10
"Devon and Cornwall","2018","jul","2018-07-01","West",4,0,208,35,10,4,15,0,7,1,102,3,16,3,42,2,66,1,72,5,8,0,165,23,19
"Dorset","2018","jul","2018-07-01","West",0,0,137,28,8,3,12,1,3,0,46,7,6,2,28,3,32,0,42,5,5,0,79,12,24
"Durham","2018","jul","2018-07-01","North",0,0,115,25,5,0,16,4,1,0,100,9,10,0,25,6,16,2,43,5,1,1,89,9,11
"Dyfed Powys","2018","jul","2018-07-01","West",1,1,70,12,3,5,6,1,0,0,40,1,2,1,13,3,23,3,14,7,5,1,61,8,15
"Essex","2018","jul","2018-07-01","East",1,2,223,61,38,17,31,8,10,1,125,8,18,2,43,9,58,4,46,11,14,2,190,30,19
"Gloucestershire","2018","jul","2018-07-01","West",4,1,89,17,2,0,22,5,2,0,58,3,7,0,9,1,25,0,10,3,3,0,60,5,4
"GreaterManchester","2018","jul","2018-07-01","North",5,1,505,119,80,33,54,14,27,8,172,13,22,4,86,10,96,13,164,17,35,5,278,54,30
"Gwent","2018","jul","2018-07-01","West",3,0,94,22,8,2,15,0,3,0,84,3,3,1,21,3,45,3,38,1,9,0,60,9,8
"Hampshire","2018","jul","2018-07-01","South",1,1,310,63,23,6,27,3,10,1,210,10,21,2,51,6,70,4,67,7,8,7,174,28,22
"Hertfordshire","2018","jul","2018-07-01","East",2,1,186,52,11,1,22,4,4,3,166,11,32,5,28,6,64,7,55,12,15,0,130,31,16
"Humberside","2018","jul","2018-07-01","North",0,0,148,36,15,5,24,7,9,3,119,6,10,2,40,5,61,3,49,12,8,2,90,14,11
"Kent","2018","jul","2018-07-01","South",4,0,328,73,29,10,35,5,4,1,127,17,30,8,56,12,72,5,56,7,26,5,149,12,23
"Lancashire","2018","jul","2018-07-01","North",3,0,269,61,26,5,50,5,13,0,216,14,23,2,67,11,96,5,128,11,17,4,276,56,11
"Leicestershire","2018","jul","2018-07-01","East",0,0,180,19,28,10,27,0,6,0,64,9,14,4,41,0,31,2,44,4,9,2,96,24,5
"Lincolnshire","2018","jul","2018-07-01","East",2,0,131,29,6,0,14,0,3,1,109,10,8,1,32,4,32,2,45,5,16,0,104,34,10
"Merseyside","2018","jul","2018-07-01","North",2,0,306,69,39,11,20,2,6,0,155,12,14,3,58,5,147,6,61,10,15,1,236,48,15
"Metropolitan and City","2018","jul","2018-07-01","South",15,8,1612,567,139,54,180,31,82,15,711,110,203,39,241,54,922,81,447,116,178,30,925,291,193
"Norfolk","2018","jul","2018-07-01","East",1,0,163,37,14,0,10,1,7,0,99,9,9,0,32,1,60,2,92,5,11,1,113,10,6
"Northamptonshire","2018","jul","2018-07-01","East",4,0,86,39,3,1,9,0,7,2,54,4,15,3,8,1,22,0,26,2,11,1,78,10,8
"Northumbria","2018","jul","2018-07-01","North",2,0,246,83,50,12,55,16,12,4,267,26,23,5,61,8,69,5,107,31,20,1,216,42,36
"North Wales","2018","jul","2018-07-01","North",6,1,151,21,9,2,17,1,4,0,93,6,10,2,29,4,59,2,71,4,6,2,116,11,4
"North Yorkshire","2018","jul","2018-07-01","North",3,1,113,23,8,0,19,1,1,2,99,6,6,2,27,2,26,1,55,4,7,2,85,13,8
"Nottinghamshire","2018","jul","2018-07-01","East",1,0,237,70,33,17,17,2,15,3,196,14,21,4,50,7,100,10,87,18,20,1,149,18,9
"South Wales","2018","jul","2018-07-01","West",4,1,325,104,36,10,42,10,10,6,255,18,12,3,65,5,174,9,128,13,29,4,203,39,15
"South Yorkshire","2018","jul","2018-07-01","North",3,1,226,65,7,2,42,1,13,6,200,6,22,0,63,8,61,2,83,12,8,0,152,13,19
"Staffordshire","2018","jul","2018-07-01","West",3,0,185,43,16,8,25,3,7,2,122,9,15,2,31,4,72,3,51,8,13,0,119,21,15
"Suffolk","2018","jul","2018-07-01","East",1,0,99,23,8,0,12,0,0,0,40,4,11,1,23,1,47,5,28,6,2,1,75,8,1
"Surrey","2018","jul","2018-07-01","South",0,0,118,34,20,5,19,0,2,0,51,3,17,0,18,1,43,2,28,1,10,0,109,12,11
"Sussex","2018","jul","2018-07-01","South",0,0,239,56,26,9,13,5,7,0,73,4,13,0,33,2,67,1,46,11,11,3,181,25,7
"Thames Valley","2018","jul","2018-07-01","South",2,0,353,116,31,8,42,9,10,12,246,22,45,3,57,6,121,11,77,25,25,8,306,38,33
"Warwickshire","2018","jul","2018-07-01","West",0,0,90,14,10,5,18,0,3,0,51,6,13,0,10,1,18,1,26,8,5,0,58,28,9
